127.0.0.1 - - [11/Oct/2023:10:03:18 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:07 -0700] "GET /login/index.php HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:25:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:07 -0700] "GET /HNAP1/ HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:25:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:08 -0700] "GET /mve/help/en/inventory/am_about.html HTTP/1.1" 404 802
172.16.5.98 - - [11/Oct/2023:10:25:08 -0700] "GET /Sametime/domino/html/sametime/buildinfoST75CF1.txt HTTP/1.1" 404 817
172.16.5.98 - - [11/Oct/2023:10:25:09 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:09 -0700] "POST /jsonrpc HTTP/1.1" 404 758
172.16.5.98 - - [11/Oct/2023:10:25:09 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:09 -0700] "POST /server/service/smsConfigServiceHttpInvoker HTTP/1.1" 404 801
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET /api/v1.0/environment HTTP/1.1" 404 779
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET /mainui/ HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET /vsapres/web20/core/login.aspx HTTP/1.1" 404 792
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET /assets/js/conf/global_config.js HTTP/1.1" 404 794
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:10 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:11 -0700] "GET /web-console/ServerInfo.jsp HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:11 -0700] "GET /web-console/ServerInfo.jsp%00 HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:25:11 -0700] "GET /_mt/mt.cgi HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:25:12 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:17 -0700] "GET /admin.cgi HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET /invoker/EJBInvokerServlet HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET /./WEB-INF/ HTTP/1.1" 404 682
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET /invoker/JMXInvokerServlet HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET /NASApp/nessus/ HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:18 -0700] "GET /NASApp/nessus/ HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:25:19 -0700] "GET %. HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:25:19 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:19 -0700] "GET /interscan/cgi-bin/FtpSave.dll?I'm%20Here HTTP/1.1" 404 788
172.16.5.98 - - [11/Oct/2023:10:25:19 -0700] "GET /home.seam HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:19 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:19 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:19 -0700] "NESSUS / HTTP/1.0" 501 731
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET /status.php3 HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET /imp/status.php3 HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET /horde/imp/status.php3 HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET /iisprotect/admin/GlobalAdmin.asp?V_FirstTab=GlobalSetting HTTP/1.1" 404 791
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:20 -0700] "GET /iissamples/issamples/fastq.idq HTTP/1.1" 404 789
172.16.5.98 - - [11/Oct/2023:10:25:21 -0700] "GET /iissamples/issamples/query.idq HTTP/1.1" 404 789
172.16.5.98 - - [11/Oct/2023:10:25:21 -0700] "GET /iissamples/exair/search/search.idq HTTP/1.1" 404 797
172.16.5.98 - - [11/Oct/2023:10:25:21 -0700] "GET /iissamples/exair/search/query.idq HTTP/1.1" 404 796
172.16.5.98 - - [11/Oct/2023:10:25:21 -0700] "GET /iissamples/issamples/oop/qsumrhit.htw?CiWebHitsFile=/iissamples/issamples/oop/qsumrhit.htw&CiRestriction=none&CiHiliteType=Full HTTP/1.1" 404 800
172.16.5.98 - - [11/Oct/2023:10:25:21 -0700] "GET /iissamples/issamples/oop/qfullhit.htw?CiWebHitsFile=/iissamples/issamples/oop/qfullhit.htw&CiRestriction=none&CiHiliteType=Full HTTP/1.1" 404 800
172.16.5.98 - - [11/Oct/2023:10:25:22 -0700] "GET /scripts/samples/search/author.idq HTTP/1.1" 404 796
172.16.5.98 - - [11/Oct/2023:10:25:22 -0700] "GET /administrator.cgi HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:25 -0700] "GET /scripts/samples/search/filesize.idq HTTP/1.1" 404 798
172.16.5.98 - - [11/Oct/2023:10:25:25 -0700] "GET /scripts/samples/search/filetime.idq HTTP/1.1" 404 798
172.16.5.98 - - [11/Oct/2023:10:25:25 -0700] "GET /scripts/samples/search/queryhit.idq HTTP/1.1" 404 798
172.16.5.98 - - [11/Oct/2023:10:25:25 -0700] "GET /scripts/samples/search/simple.idq HTTP/1.1" 404 796
172.16.5.98 - - [11/Oct/2023:10:25:26 -0700] "GET /iissamples/exair/howitworks/codebrws.asp HTTP/1.1" 404 803
172.16.5.98 - - [11/Oct/2023:10:25:26 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:26 -0700] "GET / HTTP/1.0" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:26 -0700] "GET /iissamples/issamples/query.asp HTTP/1.1" 404 789
172.16.5.98 - - [11/Oct/2023:10:25:26 -0700] "GET /NULL.ida HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:25:26 -0700] "GET //9tgkW4ae.asp HTTP/1.0" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /iissamples/sdk/asp/docs/codebrws.asp HTTP/1.1" 404 803
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /iisprotect/admin/SiteAdmin.ASP?V_SiteName=&V_FirstTab=Groups&V_SecondTab=All&GroupName=nessus HTTP/1.1" 404 789
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /iisprotect/admin/SiteAdmin.ASP?V_SiteName=&V_FirstTab=Groups&V_SecondTab=All&GroupName=nessus' HTTP/1.1" 404 789
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /niet3753467 HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /niet1811965329. HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /niet309232111.asp HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /niet392401479.aspx HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /niet509341216.html HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /igsponsor HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /niet2030288091.htm HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:27 -0700] "GET /niet465746376.shtm HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet1153734628.shtml HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /query.idq?CiTemplate=../../../../../winnt/win.ini HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet585913736.jsp HTTP/1.1" 404 747
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet1702497312.jspx HTTP/1.1" 404 749
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /query.idq?CiTemplate=../../../../../winnt/win.ini%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20 HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet689127471.php HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet1986330079.php3 HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet462968131.php4 HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet1304843262.php5 HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /mail/ HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet1661902292.php6 HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /buglist.cgi HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /niet1335648374.cfm HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /iisadmpwd/aexp.htr HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /cgi-bin/com5.pl HTTP/1.1" 404 770
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET /iisadmpwd/aexp2.htr HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:25:28 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET /iisadmpwd/aexp2b.htr HTTP/1.1" 404 775
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET /builtin/index.html HTTP/1.1" 404 773
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET /iisadmpwd/aexp3.htr HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET /iisadmpwd/aexp4.htr HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET /iisadmpwd/aexp4b.htr HTTP/1.1" 404 775
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "-" 400 5746
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:29 -0700] "GET /rcladmin/js/art_i18n/nls/art_i18n.js HTTP/1.1" 404 803
172.16.5.98 - - [11/Oct/2023:10:25:30 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:30 -0700] "GET // HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:25:31 -0700] "GET /tsp// HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:25:31 -0700] "GET /ap// HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:31 -0700] "GET /ssp// HTTP/1.1" 404 764
172.16.5.98 - - [11/Oct/2023:10:25:31 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:31 -0700] "GET /jts/ HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:25:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:32 -0700] "GET /dp/login.xml HTTP/1.1" 404 767
172.16.5.98 - - [11/Oct/2023:10:25:32 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:32 -0700] "GET /rdweb/login/login.html HTTP/1.1" 404 781
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET /ibmmq/console/login.html HTTP/1.1" 404 783
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET /ibmmq/console/nls/en/strings.json HTTP/1.1" 404 800
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET /shared/userlogin.php HTTP/1.1" 404 775
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET /trc HTTP/1.1" 404 754
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET /aspera/faspex/login/new?local=true HTTP/1.1" 404 786
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET /~nobody/etc/passwd HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "GET /%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd HTTP/1.1" 400 795
172.16.5.98 - - [11/Oct/2023:10:25:33 -0700] "HEAD / HTTP/1.1" 404 -
172.16.5.98 - - [11/Oct/2023:10:25:34 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:34 -0700] "GET /cgi/mid.cgi HTTP/1.1" 404 766
172.16.5.98 - - [11/Oct/2023:10:25:34 -0700] "GET // HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:25:34 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:35 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:36 -0700] "GET /js/hpsum/hpsum-version.js HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:25:36 -0700] "GET /js/hpsum/hpsum-version.js HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:25:36 -0700] "GET /js/hpsum/hpsum-version.js HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:25:36 -0700] "GET /js/hpsum/hpsum-version.js HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:25:36 -0700] "GET /js/hpsum/hpsum-version.js HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:25:39 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:39 -0700] "GET /albatross/A3Suite HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:25:39 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:39 -0700] "GET /oo/ HTTP/1.1" 404 758
172.16.5.98 - - [11/Oct/2023:10:25:40 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:40 -0700] "GET /cgi-bin/admin HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:41 -0700] "GET /xmldata?item=all HTTP/1.1" 404 758
172.16.5.98 - - [11/Oct/2023:10:25:44 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:44 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:44 -0700] "GET /nnm/main HTTP/1.1" 404 763
172.16.5.98 - - [11/Oct/2023:10:25:44 -0700] "GET /SiteScope/ HTTP/1.1" 404 765
172.16.5.98 - - [11/Oct/2023:10:25:47 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:47 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:48 -0700] "GET /cgi-bin/admin.cgi HTTP/1.1" 404 772
172.16.5.98 - - [11/Oct/2023:10:25:48 -0700] "GET /imc HTTP/1.1" 404 754
172.16.5.98 - - [11/Oct/2023:10:25:48 -0700] "GET /autopass/login_input HTTP/1.1" 404 775
172.16.5.98 - - [11/Oct/2023:10:25:48 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:48 -0700] "GET /hazelcast/rest/cluster HTTP/1.1" 404 781
172.16.5.98 - - [11/Oct/2023:10:25:49 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:49 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:49 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:50 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:50 -0700] "GET /public/ HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:25:51 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:51 -0700] "GET /com/novell/webaccess/WebAccessUninstall.ini HTTP/1.1" 404 806
172.16.5.98 - - [11/Oct/2023:10:25:51 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:51 -0700] "GET /portal HTTP/1.1" 404 757
172.16.5.98 - - [11/Oct/2023:10:25:52 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:52 -0700] "GET /servlet/webacc?error=webacc HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:25:52 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:52 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:25:52 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:52 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:25:53 -0700] "GET /cgi-bin/admin.pl HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:25:56 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:56 -0700] "GET /users/sign_in HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:56 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:56 -0700] "GET /setup HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:25:56 -0700] "GET /WEB-INF./web.xml HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:25:57 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:57 -0700] "GET /ews/index.htm HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:25:58 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:58 -0700] "GET /_vti_bin/shtml.dll/_vti_rpc HTTP/1.1" 404 786
172.16.5.98 - - [11/Oct/2023:10:25:59 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:25:59 -0700] "GET /_vti_bin/fpcount.exe HTTP/1.1" 404 775
172.16.5.98 - - [11/Oct/2023:10:26:00 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:00 -0700] "GET /goanywhere/auth/Login.xhtml HTTP/1.1" 404 786
172.16.5.98 - - [11/Oct/2023:10:26:01 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:01 -0700] "GET /cgi-bin/administrator HTTP/1.1" 404 776
172.16.5.98 - - [11/Oct/2023:10:26:02 -0700] "GET /gui/i18n/messages.en.json HTTP/1.1" 404 784
172.16.5.98 - - [11/Oct/2023:10:26:02 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:02 -0700] "GET /system/console?version=1.5 HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:26:03 -0700] "GET /images/login_top.gif HTTP/1.1" 404 775
172.16.5.98 - - [11/Oct/2023:10:26:03 -0700] "GET /images/logon_merge.gif HTTP/1.1" 404 777
172.16.5.98 - - [11/Oct/2023:10:26:03 -0700] "GET /login HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:26:03 -0700] "GET /431cb5237001e73e794398e4fa3cf660/css/main-green.css HTTP/1.1" 404 810
172.16.5.98 - - [11/Oct/2023:10:26:03 -0700] "GET /robots.txt HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:26:03 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:03 -0700] "GET /f360/login.jsp HTTP/1.1" 404 748
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET //login.jsp HTTP/1.1" 404 739
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET /login/ HTTP/1.1" 404 761
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET /features HTTP/1.1" 404 759
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:04 -0700] "GET /default.php HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET /fogbugz/default.php HTTP/1.1" 404 774
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET /fpui/jsp/login.jsp HTTP/1.1" 404 756
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET /acopia/ HTTP/1.1" 404 762
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:05 -0700] "GET /ui/login/ HTTP/1.1" 404 768
172.16.5.98 - - [11/Oct/2023:10:26:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:06 -0700] "GET /eonapi/getAuthenticationStatus HTTP/1.1" 404 785
172.16.5.98 - - [11/Oct/2023:10:26:06 -0700] "GET //login/login HTTP/1.1" 404 771
172.16.5.98 - - [11/Oct/2023:10:26:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:06 -0700] "GET /login.web HTTP/1.1" 404 760
172.16.5.98 - - [11/Oct/2023:10:26:06 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:07 -0700] "GET /cgi-bin/administrator.cgi HTTP/1.1" 404 780
172.16.5.98 - - [11/Oct/2023:10:26:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:07 -0700] "GET /? HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:07 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:07 -0700] "POST /spipe?Source=nessus HTTP/1.0" 404 756
172.16.5.98 - - [11/Oct/2023:10:26:08 -0700] "GET / HTTP/1.1" 404 751
172.16.5.98 - - [11/Oct/2023:10:26:08 -0700] "GET /SE/appInfo.xml HTTP/1.1" 404 769
172.16.5.98 - - [11/Oct/2023:10:26:08 -0700] "GET /PUBLIC/ADMIN/INDEX.HTM HTTP/1.1" 404 781
172.16.5.98 - - [11/Oct/2023:10:26:08 -0700] "-" 400 1962
172.16.5.98 - - [11/Oct/2023:10:26:08 -0700] "GET /SE/EMC_SE.swf HTTP/1.1" 404 768
